Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,201,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,LENTILS,"LENTILS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,43.7,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,OATS,"OATS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.1,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEANUTS,"PEANUTS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.264,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEAS,"PEAS, DRY EDIBLE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,15.5,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,17.3,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, LONG GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,16.3,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, MEDIUM-SHORT GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,20.6,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,SORGHUM,"SORGHUM, GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,8.45,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,11.9,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,22.4,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER, NON-OIL TYPE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,31.2,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER, OIL TYPE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,19.8,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.34,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.63,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, DURUM - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.25,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.67,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WHITE - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.77,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.8,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.76,
SURVEY,2024,FEB,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, SOFT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.02,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.54,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, FEED - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.05,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, MALTING - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.89,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,41.7,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,CANOLA,"CANOLA - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,24.4,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,36.2,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS, LARGE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,36.8,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS, SMALL - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,31.3,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.74,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,COTTON,"COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,174,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,COTTON,"COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.767,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,FLAXSEED,"FLAXSEED - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,12.1,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,191,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,174,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,202,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,LENTILS,"LENTILS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,37.9,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,OATS,"OATS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.07,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEANUTS,"PEANUTS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.271,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEAS,"PEAS, DRY EDIBLE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,16.2,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,17.9,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, LONG GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,16,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, MEDIUM-SHORT GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,21.9,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,SORGHUM,"SORGHUM, GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,8.73,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,12.8,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,21.4,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER, NON-OIL TYPE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,27.6,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER, OIL TYPE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,21,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.77,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.04,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, DURUM - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.36,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.04,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WHITE - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.63,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.28,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.23,
SURVEY,2024,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, SOFT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.31,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.19,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, FEED - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.82,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, MALTING - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.66,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,40.5,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,CANOLA,"CANOLA - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,20.3,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,37,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS, LARGE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,37.7,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS, SMALL - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,32.4,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.23,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,COTTON,"COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.865,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,FLAXSEED,"FLAXSEED - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,12.2,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,172,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,154,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,183,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,LENTILS,"LENTILS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,45.3,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,OATS,"OATS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.43,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEANUTS,"PEANUTS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.273,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEAS,"PEAS, DRY EDIBLE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,14.7,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,16.9,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, LONG GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,15.7,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, MEDIUM-SHORT GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,19.8,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,SORGHUM,"SORGHUM, GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,8.48,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,11.3,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,20.9,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER, NON-OIL TYPE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,28.7,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER, OIL TYPE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,18.2,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.52,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.82,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, DURUM - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.36,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.84,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WHITE - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.59,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.45,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.42,
SURVEY,2024,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, SOFT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.52,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.04,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, FEED - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.16,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, MALTING - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.67,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,40.4,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,CANOLA,"CANOLA - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,20.6,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,34.6,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS, LARGE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,34.1,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS, SMALL - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,35.1,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.48,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,COTTON,"COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.835,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,FLAXSEED,"FLAXSEED - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,12,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,182,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,159,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,194,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,LENTILS,"LENTILS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,46.4,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,OATS,"OATS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.99,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEANUTS,"PEANUTS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.262,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEAS,"PEAS, DRY EDIBLE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,14.5,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,17.2,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, LONG GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,15.9,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, MEDIUM-SHORT GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,20.1,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,SORGHUM,"SORGHUM, GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,8.7,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,11.8,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,17,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER, NON-OIL TYPE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED, (D),
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER, OIL TYPE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,16.3,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.86,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.52,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, DURUM - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.1,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.54,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WHITE - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.7,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.72,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.81,
SURVEY,2024,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, SOFT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.55,
SURVEY,2024,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.54,
SURVEY,2024,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, FEED - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.06,
SURVEY,2024,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, MALTING - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.79,
SURVEY,2024,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,42.3,
SURVEY,2024,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CANOLA,"CANOLA - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,21.6,
SURVEY,2024,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,36.5,
SURVEY,2024,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS, LARGE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,38.4,
